ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default payment next month
3d8ae1e5-7661,130000,1,1,1,0,0,0,0,0,-1,0
01cbe27c-57d8,50000,1,2,2,0,0,0,0,0,0,0
1f61323e-d23d,300000,2,1,2,2,2,2,2,-2,-2,1
527c5ea7-fea8,210000,1,1,2,-1,2,2,-1,-1,-1,0
10ddab28-b998,70000,1,1,2,0,0,0,0,0,0,0
80eb9968-9b6f,100000,2,3,2,-1,0,0,0,0,0,0
91a4b872-5fb5,30000,2,2,1,0,0,0,0,0,0,0
7721561d-6bae,360000,1,2,1,-1,-1,-1,-1,-1,-1,0
0206e610-d505,20000,1,2,2,3,2,0,0,0,0,1
81484e28-c744,150000,2,1,2,1,-1,-1,-1,0,-1,1
20b16b21-8b23,750000,2,1,2,1,-1,-1,0,0,-1,0
ab4b2559-c985,100000,1,2,2,0,0,0,0,0,0,0
951133e2-3d55,300000,1,2,1,1,2,2,2,2,2,1
28f378aa-b6ea,50000,1,2,2,0,0,0,0,0,0,0
7e507a59-0d5a,120000,2,2,1,0,0,0,0,0,0,0
d27e53a9-1ae9,120000,2,2,1,0,0,0,0,0,0,0
a5fbf3d3-e860,30000,1,2,1,0,0,2,0,0,0,1
9df9e09a-6c90,220000,1,2,1,0,0,0,0,0,0,0
24f84446-b84b,180000,2,2,2,1,-2,-2,-2,-2,-2,1
f7f3a1f4-843b,20000,1,3,2,2,0,0,0,0,0,1
27ce1ea8-920b,140000,2,2,2,0,0,0,0,0,2,0
a7b4a71d-eecb,400000,2,2,1,-1,-1,-1,-1,-1,-1,0
3940c28b-0d27,180000,2,1,2,-1,-1,-1,-1,-1,-1,0
231de876-aa04,340000,2,2,1,1,-2,-2,-1,-1,-1,0
679540a6-37f3,250000,1,3,2,0,0,0,0,0,0,0
f723996d-e3f1,50000,2,2,1,0,0,0,0,0,0,0
d67e98eb-0b80,220000,2,1,2,0,0,0,0,0,0,0
719eb829-0934,400000,1,2,2,0,0,-2,-1,0,0,0
49990eca-1b41,320000,2,1,1,-2,-2,-2,-2,-2,-2,0
7caeb18a-4c90,350000,1,1,1,-1,-1,-1,-1,-1,-1,0
91b2aa9a-c300,30000,1,2,2,0,0,0,0,0,0,0
309a3031-4cbe,10000,1,2,2,0,0,0,2,0,0,1
13d472eb-7a2a,30000,2,3,2,0,0,2,2,0,0,0
2aff1459-f1a8,350000,1,1,2,2,-1,-1,0,-1,-1,0
d9f08d40-038e,410000,1,1,1,-1,-1,-1,-1,-1,-1,0
5dba1948-f8d8,80000,2,3,2,0,0,0,0,0,0,0
0a1e9cce-1f3d,380000,2,2,1,1,-2,-2,-2,-1,-1,0
9f447bd9-cfa2,20000,1,1,2,2,0,0,2,2,2,1
ff63932f-34da,30000,1,2,2,0,0,0,0,0,0,0
e719a231-5845,50000,1,2,2,1,2,2,2,2,2,0
56e2d2f6-17cf,50000,1,2,1,0,0,0,0,0,0,0
600a160e-734e,200000,1,1,2,0,0,0,0,0,0,0
72ae35ab-ea65,80000,1,2,2,0,0,0,0,0,0,0
0613bbb9-e62f,180000,2,2,2,-2,-2,-2,-2,-2,-2,0
6aa47825-e786,230000,2,1,2,0,0,0,0,0,0,0
f10e4a52-abd4,180000,2,2,2,-1,-1,-1,0,-1,-1,0
650ea099-90af,90000,2,2,2,0,0,0,0,0,0,1
440973b4-5192,100000,1,2,2,1,-2,-2,-2,-2,-2,1
f84069e0-bca4,130000,2,2,2,0,0,0,0,0,2,1
97f84433-6189,50000,2,2,1,0,0,2,0,0,0,1
2e2ecdd9-a074,70000,2,1,2,0,0,0,0,0,0,0
c0380998-c75e,360000,2,2,2,-1,-1,-1,-1,-1,-1,0
790850ee-2575,20000,1,1,2,1,2,2,0,0,0,1
1850317a-8462,20000,1,3,2,-1,-1,2,2,-2,-2,1
bcc3ae70-300e,440000,2,3,2,0,-1,-1,-1,0,0,0
1bac9a8c-e5d5,400000,1,1,1,-1,-1,-1,-1,-1,-1,0
6ecc35b9-32b0,170000,2,1,2,0,0,0,0,0,0,0
80796fc6-4932,200000,1,2,1,-1,2,-1,0,0,0,0
d4f7519b-2d18,220000,2,1,1,-1,0,-1,-1,-1,-2,0
52477841-b7b0,20000,1,2,1,1,2,2,0,0,0,0
b52aceb5-d22b,290000,2,1,1,-2,-2,-2,-2,-2,-2,0
44e298ed-0620,180000,1,1,2,0,-1,2,0,0,0,0
10b99b14-05c2,50000,2,2,2,0,0,0,0,0,0,0
e8b700e9-9bfa,20000,1,1,1,2,2,0,0,0,0,1
41aad91c-e018,20000,1,2,2,1,2,2,5,4,3,0
5f289c6e-a7a1,170000,2,2,2,0,0,0,0,0,0,0
73a1db67-1100,180000,2,2,2,0,0,0,0,0,-1,0
329aa337-78f5,200000,1,1,2,1,-2,-2,-2,-1,-1,0
c4393385-4ded,200000,1,2,1,1,2,2,2,2,0,1
a2fbca46-eff0,360000,2,1,2,-2,-2,-2,-2,-2,-2,1
2c7e4fad-ec76,60000,2,2,1,8,7,6,5,4,3,0
a32bb9e0-37ab,40000,2,2,1,2,0,0,2,2,2,1
3a99d967-e402,100000,1,2,2,-1,-1,-1,-1,0,0,0
914f4852-2a7a,50000,2,2,2,0,0,0,0,2,2,0
6d78ed8c-adc5,300000,1,1,2,-2,-2,-2,-2,-2,-2,0
14e4b0bb-6144,110000,1,3,2,0,0,0,0,0,2,1
46b88217-fb87,120000,1,1,1,0,0,0,0,0,0,0
7fce7d8f-6344,150000,1,2,1,0,0,0,0,0,2,0
996c1ed7-15b1,180000,2,2,1,0,0,-2,-2,-2,-2,0
ad189550-af40,320000,2,2,2,-1,-1,-1,0,0,-1,0
59c13054-a0ad,160000,2,1,2,-1,-1,-1,0,-1,0,0
21ce4d82-792d,50000,2,2,2,0,0,0,0,0,0,1
503f5537-4e2a,180000,1,2,2,-1,-1,-1,-1,-1,-1,0
219cad0a-4959,110000,1,3,2,0,0,0,0,0,0,0
b3245bf1-5976,150000,1,1,2,-1,-1,-1,-1,2,-1,0
9d82e128-ddae,210000,2,3,1,-1,-1,-1,-1,-1,-1,0
8584d162-2fae,10000,1,2,2,2,-1,-1,-1,-1,-1,1
83af24e0-5d35,30000,2,2,2,-2,-1,2,-1,-1,-1,0
84d68edf-6d76,450000,2,1,2,-1,-1,-1,-1,-1,-1,1
585c92dc-6c2a,110000,2,1,2,1,2,2,0,0,0,0
c1932e93-07ec,270000,2,2,1,0,0,0,0,0,0,0
25a58f40-54b2,50000,2,3,1,0,0,0,0,0,2,0
28e58450-0177,100000,2,3,3,0,0,0,0,0,0,0
cd34811d-daff,110000,2,2,1,1,2,0,0,0,0,1
83e68f98-eb78,180000,2,3,2,-1,-1,0,0,0,0,0
a23fbd63-f7d2,230000,2,1,1,2,2,2,2,2,2,0
1646f877-48ad,50000,2,1,2,2,2,2,2,2,2,1
e8ab70b7-b42b,10000,1,3,2,0,0,0,0,0,0,0
d064916c-3d43,320000,1,1,1,0,-1,-1,-1,-1,-1,0
3e7bd321-4dd1,280000,2,1,2,0,0,0,0,0,0,0
3317e35f-1493,70000,1,2,2,0,0,0,0,0,0,0
bc5ce106-4763,80000,2,2,2,0,0,2,2,2,2,0
1b5403db-6b99,200000,2,1,2,-1,-1,-2,-1,-1,-1,0
0e2e9d63-3396,30000,1,2,2,0,0,0,0,0,0,0
7cd509ce-6495,100000,2,2,1,1,3,2,2,2,2,1
81f0ecf8-51ae,110000,1,1,2,0,0,0,0,0,0,0
c4fa1cbe-e23f,300000,2,1,1,-1,-1,-1,-1,0,-1,0
0386f559-4143,300000,2,2,1,0,0,0,0,0,0,0
b897fa31-9588,340000,2,1,2,0,0,0,0,0,0,0
1a5b2352-4dbd,270000,1,1,1,-1,-1,-1,0,-1,-1,1
dc014dde-3a0e,100000,1,2,2,0,0,0,0,0,0,0
11ba5344-d950,50000,1,1,1,1,2,0,0,0,0,0
faaf4e7e-ef25,360000,2,2,1,0,0,0,0,0,0,0
29179b68-da0e,90000,2,2,1,0,0,0,0,0,0,0
f535e6d2-2e39,150000,2,1,2,-1,-1,2,-1,-1,2,0
64f8879c-e113,50000,1,3,2,-2,-2,-2,-2,-2,-2,0
0b0eaf22-cdc9,30000,2,3,2,2,3,2,2,2,2,1
e2217f5d-2a43,230000,2,2,1,-2,-2,-2,-2,-2,-2,0
c295b931-9784,200000,2,1,1,-1,-1,-2,-2,-2,-1,0
aae4aa45-0923,330000,1,2,1,-1,-1,-1,0,0,-1,0
84494ddf-9bd7,110000,1,1,1,0,0,0,0,0,0,0
ee83b471-26c8,200000,2,3,1,0,0,0,0,0,0,0
79211230-2fc7,50000,2,2,3,0,0,0,0,0,0,0
4c500683-5ce6,70000,2,1,2,0,0,0,0,-1,-1,0
1ca6054e-c7e0,360000,2,2,1,1,-2,-2,-2,-2,-2,1
2d8382e3-6f1b,50000,2,2,2,0,0,0,0,0,0,1
e7290db0-4496,80000,2,3,2,-1,-1,-1,-2,-2,-2,0
f7db1366-a49a,200000,2,2,1,0,0,0,0,0,0,0
22a9cc5d-8512,50000,1,2,2,0,0,0,0,0,0,1
826559c5-d842,30000,1,1,2,0,0,0,0,-1,-1,0
d7d60a7c-0a80,390000,2,1,2,0,0,0,0,0,0,1
5425574b-ff35,380000,2,1,1,2,-1,-1,-1,0,-1,1
6c5cc362-cef0,20000,2,2,1,0,0,0,0,0,3,1
d15af8d4-d83d,80000,2,2,2,0,0,0,0,0,0,1
97d31958-8228,50000,2,2,1,0,0,0,0,0,0,0
beca484c-c213,50000,2,1,1,0,0,0,0,2,0,0
ff1eb033-bf2d,200000,1,2,2,-1,-1,-1,0,-1,-1,0
656bf9bb-4d82,100000,1,3,2,-1,0,0,-1,-1,-1,1
3e62d546-f0d7,180000,1,1,2,-1,-1,-1,-2,-2,-2,0
1bd3704f-9f3e,120000,2,2,2,-1,-1,2,-1,-1,-1,0
13e6fd4c-e382,390000,2,2,2,1,2,0,0,-1,-1,0
752e4d66-eaf8,250000,2,2,1,-1,-1,-1,-1,0,0,0
8d907775-a76c,350000,1,2,1,1,2,2,2,2,0,1
3b006a4c-33f9,70000,2,2,2,0,0,0,0,0,0,0
981e81a8-676d,210000,2,1,2,-2,-2,-2,-2,-2,-2,0
52343b9e-f140,180000,1,1,2,0,0,0,0,0,0,0
b97ebb62-d672,80000,1,1,2,-1,-1,-1,-1,-1,-1,1
d9312e9f-cc79,120000,2,3,2,-1,-1,-1,-1,-1,-1,0
99870beb-499d,210000,2,1,1,-2,-2,-2,-1,0,0,1
fc265c16-76f3,20000,1,2,1,-1,0,0,0,0,0,0
051306d0-f8a6,150000,2,1,1,-1,-1,-2,-2,-2,-1,1
bb900fce-380c,390000,1,1,1,0,0,0,0,0,0,0
e576fa80-d537,310000,2,1,2,-1,-1,-1,-1,-1,-1,0
7ce4c5d2-0c3e,230000,2,1,2,0,0,0,0,0,0,0
f22061fe-36ef,90000,2,2,1,0,0,0,0,0,0,0
006e13a0-8d06,140000,1,1,2,0,0,0,2,2,2,0
57879be1-e844,150000,2,1,2,0,0,0,0,0,0,0
f6402145-a0f2,210000,2,1,2,-1,-1,0,0,-1,0,0
ba79f996-92f6,100000,2,1,2,1,-1,-1,-1,-1,-2,0
e151549d-ebc1,150000,1,4,1,0,0,0,0,0,0,0
b9e6df5a-87ff,80000,2,2,2,0,0,2,0,0,0,0
c147741b-0092,230000,1,1,2,-1,-1,-1,-1,-1,-1,0
4f0f1121-2313,50000,1,2,3,0,0,0,0,-1,0,0
33144f9a-ec48,260000,2,2,2,-2,-1,0,0,0,0,0
bbab5dc1-df08,110000,1,2,2,0,0,0,2,2,2,0
cdfb3daa-1b8c,20000,1,3,1,0,0,2,0,0,0,0
0fc9fca7-9490,360000,2,2,1,1,-1,-1,-1,-1,-1,0
16c7e3c9-145c,160000,1,1,1,0,0,0,0,-1,-1,0
17d9975e-c255,10000,1,2,2,0,0,0,0,0,0,0
9b78ab2a-9d3a,150000,1,1,1,2,2,2,2,2,2,1
85d09a59-37b9,500000,1,1,1,-2,-2,-2,-2,-2,-2,1
efeecc9b-31c8,500000,1,1,1,-1,-1,-1,-1,-1,-1,0
2c7aeb16-f480,360000,2,2,2,0,0,0,0,0,-1,0
25463523-8243,50000,2,1,2,0,0,0,0,0,2,0
b33f2ba7-41d9,270000,2,1,1,2,0,0,0,0,0,0
e5ee7068-2a9e,10000,2,3,1,0,0,0,0,0,0,0
a71b50aa-7667,30000,2,2,1,0,0,0,0,0,0,0
e480a0b2-5b9d,80000,2,3,1,1,-1,2,2,-2,-2,0
c18f4c5d-b872,360000,2,2,1,-1,-1,-1,-1,-1,-1,0
12c590d5-d6a6,120000,2,1,2,0,0,0,0,0,0,0
047a5255-904d,400000,2,2,2,0,0,0,0,0,0,1
5204f1d5-5890,500000,2,2,2,0,0,0,0,0,0,0
09e2fd56-aec6,140000,1,3,1,-1,-1,-1,-1,-1,-1,0
9cdf057a-c4ca,110000,1,2,2,0,0,0,0,0,0,0
efe2faec-3d02,30000,1,2,2,0,0,0,0,0,0,0
57c285dc-da72,140000,2,1,1,0,0,0,0,0,0,0
951254c6-0e36,150000,2,3,1,0,0,0,0,0,0,0
2a2016d0-4b5e,280000,1,3,1,0,0,0,0,0,0,1
d0817cb1-74b7,20000,1,3,1,-1,2,0,0,2,0,0
a8c27d6a-3fa5,340000,2,3,1,-1,2,2,-1,-1,2,0
ba64ea2d-4955,60000,1,2,2,2,2,2,0,0,0,1
545ea732-69d5,20000,1,1,1,0,0,0,0,0,0,0
c868e17e-33ae,50000,2,1,2,0,0,0,0,0,0,0
33edd56c-e65d,180000,2,1,2,0,0,0,0,0,0,0
24b3d8d7-ccd5,240000,2,1,1,0,0,0,0,0,0,0
e88bcd9a-e262,50000,2,2,1,0,0,0,0,-1,0,0
b01f18cc-ff65,100000,1,3,2,0,0,0,0,0,0,0
fbe7c43f-5a13,80000,2,3,2,1,-2,-2,-2,-2,-2,1
e49444a1-1fcb,50000,2,3,1,2,2,2,2,2,2,1
8384a4d5-ab89,420000,2,3,2,-2,-2,-1,0,0,0,1
281c2df8-4f75,190000,2,1,1,-1,-1,0,0,0,0,0
d0c3eaa7-78ad,180000,2,2,1,1,-1,0,0,0,0,0
1d18500a-fb1b,40000,2,1,2,0,0,0,0,0,0,1
23a9010a-10a3,50000,1,2,2,1,2,2,0,0,0,1
0ba0bfc1-3d9d,10000,1,2,2,2,2,7,7,7,7,1
002d55ed-883e,200000,2,1,2,0,0,0,0,0,0,0
3261f7ca-e6b3,120000,1,3,1,-1,-1,-1,0,0,0,0
e7e79af3-e787,100000,2,2,1,2,2,2,0,0,0,0
149b3317-8caa,100000,2,1,2,0,-1,-1,-2,-2,-2,0
f086296d-6378,360000,1,1,2,0,0,0,-2,-1,-1,0
7871cb49-7087,100000,2,2,1,-1,-1,-1,-1,-1,-1,1
cad43bfa-f83e,290000,2,2,1,-1,-1,-1,-1,-1,-1,1
28726565-7771,290000,2,2,1,0,0,0,0,-1,0,0
bcba5811-ee93,500000,2,2,2,-2,-1,0,0,-2,-2,0
4e2194cc-c7a5,50000,1,2,1,1,3,2,2,2,2,1
4443d43a-0521,220000,2,2,2,0,0,0,0,0,0,0
4a3c1440-8dc5,20000,1,2,1,0,0,0,0,0,0,1
af9d42d9-ff23,420000,2,2,1,0,0,0,0,0,0,0
265f0396-fd4d,100000,2,1,2,2,2,2,2,2,2,0
ebe5baba-00bb,230000,2,1,1,-1,-1,-1,-1,-1,3,1
684e3786-d26e,50000,2,2,1,0,0,0,0,-1,2,1
837a5754-af9d,70000,1,1,1,0,0,2,2,0,0,0
5fd8c6e6-cbf4,180000,1,1,2,-1,-1,-1,-1,-1,-1,0
fdfad05b-a058,90000,1,1,2,-1,-1,-1,-1,-1,-1,0
68f04e82-2980,50000,1,2,2,0,0,0,0,0,0,0
aef3930b-e518,50000,2,3,2,2,2,2,0,0,0,0
f7c299d0-d736,60000,2,1,2,1,-2,-1,-1,0,0,0
7bf78dba-ae08,30000,2,1,2,0,0,2,0,-1,-1,1
a9e5a479-a6e6,10000,1,1,2,0,0,0,0,0,0,0
0ca625fb-e24b,70000,1,1,2,0,0,0,0,0,0,0
4b63f700-b837,160000,1,2,2,0,0,0,0,0,0,0
fa6d22d5-f546,260000,1,2,2,0,0,0,0,0,0,0
443b9242-3955,360000,1,1,2,0,0,0,0,0,0,0
245d31de-682e,180000,2,2,2,0,-1,-1,-1,-1,-1,0
4858e52d-ff7f,160000,1,2,2,-1,-1,-1,0,-1,-1,0
c7befb0d-ad37,610000,2,1,2,0,0,0,0,0,0,0
63f91a0b-fe67,50000,2,3,2,0,0,0,0,0,0,0
e2e0a079-ddab,320000,1,1,1,2,2,2,2,2,2,1
8bc2c68e-b549,150000,1,1,2,-1,0,0,0,0,-1,0
0b4cfe66-598c,170000,1,1,1,-1,-1,-1,-1,-1,-1,0
fa5b72a0-acb8,500000,1,2,1,-2,-2,-2,-2,-2,-2,0
5ea83434-589b,200000,1,2,1,-1,-1,-1,-1,-1,-1,0
ee0bfd56-50ef,290000,2,1,2,0,0,0,0,0,0,0
a0ad5baf-ac39,40000,2,2,2,3,2,2,0,0,2,0
18266fd9-eb4c,300000,2,1,2,-1,-1,-1,-1,-1,-1,0
f08fd6fe-b295,50000,1,3,2,2,0,0,0,0,0,1
d94b5282-0f4d,20000,1,2,2,0,0,0,0,2,0,0
8cf51f1e-972c,30000,2,2,1,1,2,2,0,0,0,0
6cf8135a-e94d,140000,1,2,2,1,2,2,0,0,0,0
7284e4e4-bcc9,260000,2,2,2,1,-2,-2,-1,-1,-1,0
fa5c8d53-be37,130000,2,1,2,1,-2,-1,0,0,0,1
ddb2cbb9-f18c,380000,2,3,2,0,0,0,0,0,0,0
7e2f4616-08e7,200000,1,2,1,1,-2,-2,-2,-1,-1,0
0a1e7273-bc56,50000,2,3,1,0,0,0,0,0,0,0
cd707dbd-9f1e,50000,1,1,2,0,0,0,0,0,0,0
722ebddb-a709,90000,2,2,1,0,0,0,0,-1,-1,0
06442c89-58f3,20000,1,1,2,1,-2,-2,-2,-2,-1,1
4502b9ca-37f0,140000,2,2,1,0,0,0,2,2,2,0
b29e08de-ce65,30000,1,3,3,0,0,2,0,0,2,0
53525842-8a7e,230000,1,1,2,0,0,0,2,-1,-1,0
3adec21a-51da,100000,1,3,1,2,0,0,2,0,0,1
77cc2339-db83,240000,2,1,2,2,2,-2,-1,0,-1,0
515825a5-a268,200000,1,1,1,-2,-2,-2,-2,-2,-2,1
d02e53a0-b8ce,80000,1,1,2,0,0,0,0,0,0,0
908d370f-752e,360000,1,1,1,-1,-1,-2,-1,-1,-1,0
3ead0c23-9c55,150000,1,2,2,0,0,0,0,0,0,0
4336b0c6-3eb3,130000,1,2,2,0,0,0,0,0,0,0
f4e47633-7664,250000,1,1,2,0,0,0,0,0,0,0
e1a4ca34-8e30,500000,1,1,1,-2,-2,-2,-2,-1,0,1
1690cf23-f4a4,30000,1,2,3,2,2,2,2,2,2,1
f465f7f9-b4a2,390000,1,1,1,2,2,2,2,2,2,1
840302a1-9027,390000,2,1,2,0,0,0,0,0,0,0
00cbedd6-1877,360000,1,2,2,1,-2,-1,-1,-1,-1,0
847994a1-54af,90000,2,2,1,0,0,0,0,0,0,0
774d68cb-dca9,100000,2,3,1,0,0,0,0,0,0,0
df0b0714-27e3,30000,1,3,1,2,-1,-1,-1,-1,-1,0
97601d54-3ce4,160000,1,3,2,0,0,-2,-2,-2,-2,0
2616f08f-bfed,20000,1,1,2,1,2,0,0,0,0,0
723d4c4a-fccf,240000,2,1,2,0,0,0,0,0,0,0
265422a8-4335,80000,1,1,2,2,3,2,2,2,2,1
0d54aa87-50aa,30000,2,2,2,0,0,0,0,0,0,0
86f478d0-cc2a,150000,1,2,1,0,0,0,0,0,0,0
c55399d4-4a08,20000,2,1,1,0,0,0,0,0,0,0
58e8bf44-10cf,230000,1,1,1,0,0,0,0,0,0,0
a7a9ee48-aa78,420000,1,2,2,0,0,0,0,0,0,0
3cac3498-fa6e,480000,2,2,1,-1,-1,-1,-1,-1,-1,0
9e9f9ec4-e1b7,10000,1,3,1,-1,-1,-1,-1,-1,-1,1
79ff88da-718d,180000,2,3,1,2,2,2,0,0,0,1
72d381cb-54c1,200000,1,1,2,-2,-2,-2,-2,-1,-1,0
7797416b-d216,140000,1,2,2,1,2,2,2,2,2,1
8df9e9c1-c61c,20000,2,1,1,0,0,0,0,0,0,0
42893131-6af1,80000,2,1,2,-2,-1,-1,-1,-1,-1,0
5c88253b-b3e1,10000,2,2,1,0,0,0,0,0,0,1
47e8a527-c7da,50000,1,2,1,-1,2,0,0,0,0,1
a8c5fae9-3c10,340000,1,3,2,-2,-2,-2,-2,-2,-2,0
0807611d-fcd5,330000,2,2,2,0,0,0,0,0,0,0
9696c5ea-3f6d,360000,1,1,2,1,-2,-2,-2,-2,-2,0
3e44b3bb-ed70,30000,2,3,3,0,0,2,0,0,0,0
91df7c29-3ca9,500000,1,1,2,2,0,0,0,0,0,1
703a13b3-2332,200000,1,1,1,-1,-1,-1,-1,-1,0,0
cb619f70-b4df,50000,2,2,1,0,0,0,0,0,0,1
0913d642-c5d4,240000,2,3,2,0,0,0,0,0,0,1
016fa71c-1416,290000,2,1,1,-1,-1,-1,-1,-1,-1,0
95d26a58-a139,20000,2,3,2,1,-1,-1,-2,-2,-2,1
becfa684-860b,60000,2,3,2,1,2,0,0,0,0,0
a440bd53-e36e,160000,1,2,2,0,0,0,0,0,0,0
689f6d68-21fb,200000,2,1,2,-1,-1,0,0,0,-1,0
95042d91-af97,70000,2,2,1,0,0,0,0,0,-1,0
61efcca7-1908,140000,1,1,2,0,0,0,0,0,0,0
f5f0f923-0d38,460000,1,1,1,-1,-1,-1,-1,-1,-1,0
c59cb72a-115e,160000,2,2,2,-2,-2,-1,-1,-1,-1,0
3bb752f6-a8ce,200000,2,2,1,-1,-1,-1,-2,-2,-2,0
1539671f-c2b1,80000,2,3,2,0,0,0,0,0,0,0
69933582-6155,310000,2,1,1,-2,-2,-2,-2,-2,-2,0
027cff1b-3af6,290000,2,2,1,2,2,0,0,0,0,1
b6184b06-e43a,120000,1,1,2,0,0,2,0,0,0,0
f4ab8eac-b8b4,20000,1,3,2,2,2,2,2,2,2,0
722ee8f9-20ce,90000,1,1,2,-1,-1,-1,0,-1,-1,0
89962bd8-1b66,60000,1,1,1,-1,-1,-1,-1,-1,-1,0
aae51695-0381,260000,1,2,1,2,0,0,2,0,0,1
d3d2f9bd-4a68,180000,2,2,2,0,0,0,0,0,0,0
0c8ad36e-0cf2,50000,1,3,2,0,0,0,0,0,0,0
7417150a-f71b,50000,1,3,1,0,0,0,0,0,0,0
f2befc1c-b354,50000,1,3,2,0,0,0,0,0,0,0
5e999fac-c39b,200000,2,1,2,0,0,0,0,0,0,0
a12b6c5e-6911,170000,1,2,1,-1,-1,-1,0,0,-1,0
18782094-a09a,50000,2,1,2,0,0,0,0,0,0,0
47c88ae2-580c,440000,1,3,1,0,-1,-1,-1,-1,-1,1
71cb9e0d-b8dd,50000,1,3,2,0,0,0,2,0,0,1
d69eaa45-cce9,220000,1,1,1,0,0,0,0,0,0,0
ab70c840-d149,150000,2,3,2,-2,-2,-2,-2,-2,-2,0
a8f7b52a-a328,20000,1,1,2,1,-2,-2,-2,-1,0,0
183749e7-f18e,160000,2,2,1,1,2,2,-2,-2,-2,0
cb6dfba3-7645,50000,1,1,2,0,0,0,-1,-1,-1,0
930ab39a-8c7a,130000,2,3,1,0,0,-2,-2,-2,-2,0
cdf0fc44-4caf,200000,2,2,1,-2,-2,-2,-2,-2,-2,0
a652d699-ceb4,20000,2,1,2,-2,-2,-2,-2,-2,-2,0
e6c54a43-f1b7,300000,2,1,1,-1,-1,-1,-2,-1,-1,0
7ea18d26-63f8,120000,2,1,2,0,0,2,0,0,0,1
b1f05cdd-ca98,360000,2,1,2,-1,-1,-1,0,0,-1,0
48ed030b-9e05,140000,1,1,3,0,0,0,0,0,0,0
95996f80-4332,210000,2,2,2,0,0,0,0,0,0,1
8787936b-0861,200000,1,1,2,-2,-2,-2,-2,-2,-2,0
476d0d2d-f7ef,130000,2,1,2,0,0,0,0,0,0,1
04c7923b-b183,240000,2,2,1,-1,-1,-2,-2,-2,-2,1
f90c418e-2468,500000,2,1,2,1,-2,-2,-2,-2,-2,1
cbfc6604-baa5,320000,1,1,1,2,4,3,2,2,2,1
980a8b8f-2b73,210000,2,1,2,0,0,0,-2,-2,-2,0
e1a9bc80-ccf2,200000,2,2,1,-2,-2,-2,-2,-2,-2,1
219c4b6e-800c,50000,1,1,2,2,0,0,0,0,2,0
c9de1c1b-3e8e,340000,2,1,1,-1,-1,-1,0,0,-1,0
494de4a2-bc19,240000,1,2,1,-1,-1,0,0,-1,2,0
610649fd-1960,240000,2,1,2,0,0,0,0,0,0,0
605f8931-209b,20000,2,2,2,0,0,-1,2,2,2,1
b526a2fd-3d6e,510000,1,1,1,-2,-1,0,0,-2,-1,0
73d612f1-3581,220000,2,1,2,1,-2,-1,-1,-1,-1,0
0a2236ae-5d76,220000,2,2,2,-1,-1,-1,-1,0,0,0
cd6a039f-2b7d,60000,1,1,2,0,0,0,0,0,0,0
8c55c67c-2c55,40000,2,2,2,2,2,2,2,2,2,1
c53b7bdc-9ee7,360000,2,1,1,-1,-1,2,2,-2,-2,1
6fb3b02e-4160,20000,1,3,2,0,0,-1,0,0,0,0
8400e588-1ea8,30000,1,2,1,0,0,0,-2,-2,-2,0
366b6edf-213c,110000,2,1,2,-1,-1,-1,-1,-1,-1,0
33938b43-975f,170000,2,2,2,0,0,0,0,0,0,0
0c42850f-3f29,180000,1,2,1,-1,2,2,-2,-2,-2,0
0c74d72b-0db8,50000,2,2,2,1,2,2,0,0,2,0
cd159cff-68a5,180000,2,1,2,-1,-1,-1,-1,-1,-1,0
7b6da2bb-55d6,80000,2,2,1,0,0,0,-1,0,-1,0
09ce9271-5686,20000,2,1,1,0,0,0,0,0,0,0
eb2e00b0-7a50,30000,2,3,1,0,0,0,0,0,0,0
f7dd23c4-6c00,80000,1,2,2,-1,-1,0,0,0,0,0
2a28b8e5-746e,200000,1,1,1,-2,-1,-1,-1,-1,-1,0
43333ada-cf54,120000,2,2,1,0,0,0,0,0,0,0
14d4d196-8bc9,160000,2,4,1,0,0,0,0,0,0,0
4dcdc657-1245,500000,2,1,1,-1,-1,0,0,0,-1,0
29b5ab34-f985,50000,2,2,2,0,0,0,0,0,2,0
5f1ef633-d109,50000,2,2,1,0,0,0,0,0,0,0
bceb3d83-d9be,200000,1,1,2,0,0,2,0,0,0,0
1a5c3907-297c,30000,1,2,2,0,0,0,2,0,0,1
99df88b3-311d,190000,2,2,1,1,-2,-2,-2,-2,-2,0
c5cee12a-738e,30000,2,3,2,0,0,0,0,0,0,0
ce808554-121d,30000,2,3,2,-1,-1,0,0,0,-1,0
234d0d6e-61a7,310000,1,1,2,0,0,2,0,0,0,0
106e6095-1545,30000,2,2,1,0,0,0,0,0,0,1
eafea132-0167,440000,1,1,2,2,0,0,0,0,0,1
6f84072b-325a,70000,1,2,2,0,0,0,-1,0,0,0
22fc78ad-8680,260000,2,1,2,0,0,0,0,0,0,0
704c0ba1-c56f,320000,1,1,1,-1,-1,-1,0,0,0,0
73c5ca3f-c90e,210000,2,2,1,0,0,0,0,0,0,0
e8ca47f6-6232,280000,2,1,1,0,0,0,0,0,0,0
b5aeb5b3-98fe,140000,1,1,2,0,0,0,0,0,0,0
705c2da0-9628,20000,2,3,2,0,0,0,0,0,0,0
0a456610-485c,70000,2,3,3,0,0,-1,0,-1,0,0
ef50005e-fb02,120000,2,1,1,1,-1,-1,-2,-1,-1,0
